species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,basisOfRecord,datasetName,institutionCode
Egretta intermedia,Egretta,Ardeidae,Pelecaniformes,2026,1,17,22.508795,114.112977,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya nyroca,Aythya,Anatidae,Anseriformes,2026,1,4,22.542764,114.128302,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,1,15,22.566614,114.029741,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,1,14,22.680237,114.2006,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,1,20,22.557248,114.111913,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,1,15,22.497889,114.024333,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,1,21,22.521983,113.986247,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chroicocephalus ridibundus,Chroicocephalus,Laridae,Charadriiformes,2026,1,21,22.519603,114.003605,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2026,1,22,22.487847,114.041794,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,1,6,22.535003,113.985795,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus macrocercus,Dicrurus,Dicruridae,Passeriformes,2026,1,10,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,1,10,22.520913,113.994952,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicaeum cruentatum,Dicaeum,Dicaeidae,Passeriformes,2026,1,11,22.53845,114.149658,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2026,1,25,22.489105,114.038396,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,1,15,22.469421,114.030452,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,1,13,22.527692,114.042236,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,1,5,22.570952,114.235717,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2026,1,12,22.562581,114.187519,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas platyrhynchos,Anas,Anatidae,Anseriformes,2026,1,4,22.464743,113.995434,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,1,3,22.52509,114.003113,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea leucorodia,Platalea,Threskiornithidae,Pelecaniformes,2026,1,10,22.55133,114.159175,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres tristis,Acridotheres,Sturnidae,Passeriformes,2026,1,21,22.523318,114.009894,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula querquedula,Spatula,Anatidae,Anseriformes,2026,1,11,22.509731,114.113857,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,1,10,22.498696,114.056452,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2026,1,5,22.679705,114.200858,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,1,3,22.52505,114.003265,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,1,21,22.470883,114.006547,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,1,10,22.520911,113.994952,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilornis cheela,Spilornis,Accipitridae,Accipitriformes,2026,1,19,22.557107,114.00249,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas zonorhyncha,Anas,Anatidae,Anseriformes,2026,1,25,22.486276,114.035555,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2026,1,6,22.489702,114.039462,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2026,1,9,22.646601,114.209278,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,1,11,22.470036,114.007193,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,1,11,22.530158,114.117782,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea purpurea,Ardea,Ardeidae,Pelecaniformes,2026,1,10,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,1,25,22.481401,114.033164,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,1,11,22.503552,114.010298,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,1,13,22.529331,114.178184,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2026,1,11,22.469688,114.009453,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,1,8,22.46642,114.033273,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2026,1,11,22.510042,114.112427,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Vanellus cinereus,Vanellus,Charadriidae,Charadriiformes,2026,1,14,22.554755,114.084185,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Turdus mandarinus,Turdus,Turdidae,Passeriformes,2026,1,12,22.489769,114.142638,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aquila heliaca,Aquila,Accipitridae,Accipitriformes,2026,1,25,22.520663,114.110706,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,1,9,22.636017,113.86972,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Vanellus cinereus,Vanellus,Charadriidae,Charadriiformes,2026,1,13,22.466027,114.17679,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,1,21,22.589229,114.146783,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,1,18,22.514067,113.95393,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Turdus mandarinus,Turdus,Turdidae,Passeriformes,2026,1,12,22.519384,113.980623,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,1,24,22.515512,114.123979,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,1,25,22.487345,114.036516,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,1,21,22.50952,114.054579,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,1,21,22.508007,114.14523,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pica serica,Pica,Corvidae,Passeriformes,2026,1,11,22.515083,114.113212,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2026,1,9,22.468447,114.130473,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,1,23,22.512327,113.950378,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,1,15,22.468979,114.029876,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,1,21,22.516975,114.130478,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus macrocercus,Dicrurus,Dicruridae,Passeriformes,2026,1,11,22.51001,114.112569,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,1,23,22.540291,114.065883,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa ochropus,Tringa,Scolopacidae,Charadriiformes,2026,1,23,22.569086,114.123583,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,1,12,22.5405,114.007067,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,1,16,22.505215,114.110388,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla cinerea,Motacilla,Motacillidae,Passeriformes,2026,1,5,22.571237,114.236007,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2026,1,12,22.562253,114.159684,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,1,12,22.779953,113.965498,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,1,10,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,1,10,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,1,11,22.636571,113.867975,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,1,23,22.541936,114.04532,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,1,15,22.510811,114.008877,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,1,25,22.484494,114.032368,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hypothymis azurea,Hypothymis,Monarchidae,Passeriformes,2026,1,13,22.576952,114.101934,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,1,15,22.470984,114.06741,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2026,1,11,22.51523,114.113255,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,1,23,22.581603,114.069288,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,1,16,22.505215,114.110388,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,1,9,22.634235,113.870234,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,1,15,22.470473,114.106615,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,1,15,22.469168,114.030072,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,1,15,22.468924,114.02983,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya baeri,Aythya,Anatidae,Anseriformes,2026,1,4,22.498103,114.195317,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,1,25,22.45379,114.152723,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eumyias thalassinus,Eumyias,Muscicapidae,Passeriformes,2026,1,7,22.484445,114.007914,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia flaviventris,Prinia,Cisticolidae,Passeriformes,2026,1,12,22.83264,113.900286,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,1,11,22.507818,114.187639,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,1,13,22.59974,114.098664,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Merops philippinus,Merops,Meropidae,Coraciiformes,2026,1,7,22.590384,113.835731,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2026,1,24,22.515512,114.123979,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pandion haliaetus,Pandion,Pandionidae,Accipitriformes,2026,1,7,22.469511,114.00932,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,1,9,22.471287,114.154904,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2026,1,14,22.511587,114.03555,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Acridotheres cristatellus,Acridotheres,Sturnidae,Passeriformes,2026,1,15,22.454348,114.127501,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,1,1,22.459203,114.04741,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus cervinus,Anthus,Motacillidae,Passeriformes,2026,1,15,22.544365,114.04679,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa glareola,Tringa,Scolopacidae,Charadriiformes,2026,1,23,22.515853,114.09718,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2026,1,11,22.539951,114.058978,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phylloscopus fuscatus,Phylloscopus,Phylloscopidae,Passeriformes,2026,1,13,22.546596,114.050213,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,1,22,22.783492,113.95492,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pluvialis squatarola,Pluvialis,Charadriidae,Charadriiformes,2026,1,10,22.487553,114.036733,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,1,13,22.526419,114.174072,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lanius schach,Lanius,Laniidae,Passeriformes,2026,1,23,22.475806,114.041227,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,1,13,22.490325,114.080969,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicrurus macrocercus,Dicrurus,Dicruridae,Passeriformes,2026,1,17,22.509766,114.113046,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,1,10,22.498764,114.045827,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,1,12,22.517402,113.983523,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,1,9,22.529998,114.16468,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,1,13,22.507867,114.159833,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,1,24,22.515512,114.123979,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phylloscopus proregulus,Phylloscopus,Phylloscopidae,Passeriformes,2026,1,7,22.54286,114.05956,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Chloropsis hardwickii,Chloropsis,Chloropseidae,Passeriformes,2026,1,24,22.574115,114.172631,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2026,1,25,22.489647,114.041537,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,1,5,22.68017,114.200912,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,1,14,22.510795,114.034714,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,1,17,22.508795,114.112977,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus aurigaster,Pycnonotus,Pycnonotidae,Passeriformes,2026,1,12,22.833329,113.902303,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,1,23,22.67962,114.2016,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2026,1,15,22.45606,114.133213,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,1,11,22.484457,114.011799,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,1,9,22.6793,114.201364,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,1,20,22.680563,114.20063,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
