species,year,month,day,decimalLatitude,decimalLongitude,locality,quality_grade,source,photo_url
Lonchura punctulata,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/161725682/medium.jpeg
Sturnia sinensis,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/139909398/medium.jpg
Gracupica nigricollis,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Tachyspiza virgata,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/66481205/medium.jpg
Thinornis dubius,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Acridotheres cristatellus,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Prinia inornata,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Saxicola stejnegeri,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Gallinago gallinago,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323397/medium.jpg
Gallinula chloropus,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Saxicola stejnegeri,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Recurvirostra avosetta,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Recurvirostra avosetta,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Recurvirostra avosetta,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323031909/medium.jpg
Saxicola stejnegeri,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Himantopus himantopus,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Himantopus himantopus,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Tringa ochropus,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/262067607/medium.jpg
Anthus richardi,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/211789264/medium.jpg
Pica serica,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/94413038/medium.jpg
Anthus cervinus,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/96825051/medium.jpg
Urocissa erythroryncha,0,1,0,22.5079817756,114.1133851375,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/64874232/medium.jpg
Cyornis whitei,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/180463578/medium.jpg
Spilopelia chinensis,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Larvivora sibilans,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/163039333/medium.jpeg
Urosphena squameiceps,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/227083/medium.jpg
Phylloscopus proregulus,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/36967573/medium.jpeg
Copsychus malabaricus,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/279082/medium.jpg
Turdus cardis,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/249085378/medium.jpeg
Hemixos castanonotus,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/246542876/medium.jpg
Anthus hodgsoni,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/131708891/medium.jpg
Hemixos castanonotus,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/246542876/medium.jpg
Orthotomus sutorius,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Ixos mcclellandii,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/404015854/medium.jpg
Turdus hortulorum,0,1,0,22.4504321128,114.3198958732,"Sai Kung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/288387294/medium.jpg
Platalea minor,0,1,0,22.4816475566,114.1966085329,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/365947667/medium.jpg
Platalea minor,0,1,0,22.5801271067,114.1697185366,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/365947667/medium.jpg
Corvus torquatus,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/172979004/medium.jpg
Pterorhinus perspicillatus,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Acridotheres cristatellus,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Alcedo atthis,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Motacilla tschutschensis,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Gracupica nigricollis,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Anas acuta,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/43984369/medium.jpg
Pluvialis squatarola,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/10603462/medium.jpg
Gallinago gallinago,0,1,0,22.4700386714,114.0067547614,"Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323397/medium.jpg
Ardea alba,2026,2,0,22.4905432253,114.0343833096,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Motacilla tschutschensis,2026,2,0,22.4905071619,114.0343527168,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Saxicola stejnegeri,2026,2,0,22.4905338233,114.0343543123,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Milvus migrans,2026,2,0,22.4905440594,114.0343991956,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Pica serica,2026,2,0,22.4905830958,114.0343053461,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/94413038/medium.jpg
Alcedo atthis,2026,2,0,22.4905290299,114.0342729665,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Pica serica,2026,2,0,22.4903567419,114.0347903531,"Mai Po, Yuen Long, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/94413038/medium.jpg
Himantopus himantopus,2026,2,7,22.4609063231,114.0595015621,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Copsychus saularis,2026,2,1,22.4604133333,114.3283216667,"Hoi Ha Nature Trail, Sai Kung, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Copsychus saularis,2026,2,1,22.4604133333,114.3283216667,"Hoi Ha Nature Trail, Sai Kung, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Copsychus saularis,2026,2,17,22.5465862202,114.0510443733,"Fuzhong 1st Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Prinia inornata,0,2,0,22.5078433333,114.1138383333,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Prinia inornata,0,2,0,22.5072483333,114.1123433333,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Motacilla tschutschensis,0,2,0,22.5072483333,114.1123433333,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Amaurornis phoenicurus,0,2,0,22.5061911054,114.1105527635,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/348262284/medium.jpg
Corvus torquatus,0,2,0,22.506395,114.10881,"Kwu Tung, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/172979004/medium.jpg
Prinia inornata,0,2,0,22.5054666667,114.11113,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Lanius schach,0,2,0,22.5054666667,114.11113,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Gallinula chloropus,0,2,0,22.5054666667,114.11113,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Ardea intermedia,0,2,0,22.498766,114.0458275,"Mai Po, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/451958732/medium.jpg
Tachybaptus ruficollis,2026,2,8,22.4751863,114.0406457997,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Saxicola stejnegeri,2026,2,8,22.4746969,114.040632,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/137327314/medium.jpg
Haliastur indus,2026,2,1,22.4950110665,114.0696129575,香港新田米埔隴,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/49857906/medium.jpg
Spilopelia chinensis,2025,2,8,22.5545708659,114.0573780611,莲花山公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Ardeola bacchus,2024,2,13,22.6400465588,113.8081997637,"Shenzhen Bao'an International Airport, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Urocissa erythroryncha,2026,2,2,22.5012397,114.176819,香港軍地鶴藪圍小巴總站,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/64874232/medium.jpg
Mareca penelope,2026,2,24,22.51897,113.9726033333,"Binhai Avenue, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/111649507/medium.jpeg
Phylloscopus fuscatus,2026,2,8,22.4746902194,114.0406345194,"16 Section B 7th Street, Fairview Park, 香港",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/457442054/medium.jpg
Tachybaptus ruficollis,2026,2,8,22.4746269,114.0406329997,"16 Section B 7th Street, Fairview Park, 香港",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Thinornis dubius,2026,2,8,22.4768475,114.0330572,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Thinornis dubius,2026,2,8,22.4768416,114.0330473,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Motacilla tschutschensis,2026,2,8,22.4768366778,114.0331628972,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/30334980/medium.jpg
Milvus migrans,2026,2,8,22.4768714,114.0331644997,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Motacilla alba,2026,2,8,22.4768070778,114.0331694,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Phalacrocorax carbo,2026,2,8,22.4765325997,114.0331043,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/141367445/medium.jpg
Actitis hypoleucos,2026,2,8,22.4767350997,114.0330900997,香港元朗區,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/405355875/medium.jpg
Prinia inornata,2026,2,11,22.4622423176,114.0383940563,香港南生圍,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/335903437/medium.jpeg
Halcyon smyrnensis,2025,2,16,22.508795273,114.1129769012,"North, HK",research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Lanius schach,0,2,0,22.5054162877,114.1103497871,香港古洞,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Dicaeum cruentatum,2025,2,10,22.5426222532,114.0595597029,中国广东省深圳市福田区华强商业圈深圳市文档服务中心 邮政编码: 518000,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/1145037/medium.jpg
Pycnonotus jocosus,2026,2,21,22.7196397483,114.24779,广东省深圳市龙岗区南联,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Chroicocephalus ridibundus,2026,2,18,22.5254967267,114.0096253529,广东省深圳市福田区下沙社区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/198109587/medium.jpg
Pycnonotus jocosus,2026,2,1,22.505881,114.2432875,香港船灣烏蛟騰總站,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Spatula clypeata,2026,2,0,22.5075590993,114.1138339924,"Long Valley, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/336986640/medium.jpg
Ardea alba,2026,2,22,22.4746286257,114.0378984495,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Egretta garzetta,2026,2,22,22.4736769722,114.0385781777,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Tachybaptus ruficollis,2026,2,22,22.4727988171,114.039980387,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Pycnonotus jocosus,2026,2,22,22.4747625234,114.0391744702,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Ardeola bacchus,2026,2,22,22.4744435662,114.0391344529,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Acridotheres cristatellus,2026,2,22,22.475502344,114.0381785526,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Dicrurus macrocercus,2026,2,8,22.4730482819,114.0394626336,"Yuen Long, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/251320608/medium.jpg
Alcedo atthis,2026,2,8,22.4746404777,114.0398946948,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Cyanopica cyanus,2026,2,8,22.4742196157,114.0392034069,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/442589325/medium.jpeg
Himantopus himantopus,2026,2,8,22.4734421265,114.0407215293,"Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
